Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
A Doll's House,Henrik Ibsen,Michael Meyer (Translator),9781406914832,paperback,read,2025/01/30,2025/01/30,2025/01/30,1,"",,,,,,,4.0,"<i>A Doll’s House</i> was probably my favorite assigned reading in school. We read it aloud in 8th grade, and I remember being shocked by the ending—it felt powerful, radical, feminist. A seemingly perfect Victorian housewife, Nora, finds a radical a desire to know who she is independent of her role as a wife &amp; mother and walks out on her husband and children to find out:<br><br><blockquote>HELMER:—To forsake your home, your husband, and your children! You don’t consider what the world will say.<br>NORA:—I can pay no heed to that. I only know what I must do.<br>HELMER:—It is exasperating! Can you forsake your holiest duties in this world?<br>NORA:—What do you call my holiest duties?<br>HELMER:—Do you ask me that? Your duties to your husband and your children.<br>NORA:—I have other duties equally sacred.<br>HELMER:—Impossible! What duties do you mean?<br>NORA:—My duties towards myself.<br>HELMER:—Before all else you are a wife and a mother.<br>NORA:—That I no longer believe. I think that before all else I am a human being, just as much as you are—or at least I will try to become one.</blockquote><br><br>When this play was first performed in 1879—decades before women had the right to vote—the idea that a woman could leave her husband, <i>let alone her children</i>, was unthinkable. Theaters refused to stage it. Audiences were outraged. Ibsen was even pressured to write an alternative ending where Nora stays, because the original was considered too scandalous.  <br><br>But that was almost 150 years ago. <i>Why do we still care?</i> Since then, women have gained the right to vote &amp; achieved financial independence, we now have access to no-fault divorce laws &amp; birth control. And yet—we’re still teaching <i>A Doll’s House</i> in classrooms, still staging it on Broadway. <br><br>The beauty of rereading a classic is that while the text remains the same, I as a reader—and the world around me—have changed.  <br><br>At 14, I read A Doll’s House as a girl on the brink of independence, just months away from starting high school and learning to drive. Unsurprisingly, I was inspired by Nora’s desire for autonomy and self-discovery because it mirrored what I wanted for myself. <br><br>At 24, I find myself more curious about the dynamics between Nora and Torvald that lead to the failure of their marriage. I'm also more intrigued by the budding romance &amp; role-reversal between Mrs. Linde and Krogstad, characters my eighth-grade self dismissed as annoying or villainous. <br><br>As a newly minted adult, I also read the play through the lens of shifting societal norms when it comes to long-term marriages/partnerships: American adults today are significantly less likely to marry or live with a partner than in previous generations. The national marriage rate hovers near an all-time low, and the share of women under 65 not living with a partner has steadily grown since the 1980s. In the past decade, women under 35 have been more likely to live with their parents than with a spouse—a trend unseen since the 1970s.<br><br> If I were asked to take as guess as to why relationships were trending this way, I’d probably venture to assume that due to the soaring educational and economic opportunities available to women, a large subset of degree-holding, career-focused, independent women no longer feel the need to marry. But, that guess would be wrong as the data tells an extremely different story. In 1980, Americans aged 25–34 without a college degree were more likely to marry than college graduates. Today, that’s flipped. Over the past 40 years, relationship formation has declined twice as fast among Americans without a college degree compared to those with one. This marriage gap between education levels continues to grow every year.   Why are the very groups most likely to uphold “traditional” family values—poorer, less-educated, more conservative—less likely to marry? It turns out, these women aren’t rejecting patriarchal marriage ideals; they’re holding men to them. <br><br>A marriage or romantic partnership can be many things: friendship, love, sex, someone to gossip with, someone to remind you to take out the trash.  But, there’s also a key “transaction” at the heart of traditional marriages such as Nora &amp; Torvald’s illustrates in a dolls house: Women provide household management, emotional care, and orchestrate the units social life; Men provide physical protection &amp; financial security.<br><br>Men's odds of being in a relationship today are still highly correlated with their income. Women do not typically invest in long-term relationships with men who have nothing to contribute economically. In the past few decades, young and especially less educated men's income has stagnated, even as women have charged into the workforce and seen their college-graduation rates soar. For single non-college-educated men, average inflation-adjusted earnings at age 45 have fallen by nearly 25 percent in the past half century, while for the country as a whole, average real earnings have more than doubled. As a result, a lot of young men today just don’t look like what women have come to think of as ‘marriage material’ (<a href=""https://www.theatlantic.com/ideas/archive/2025/02/america-marriage-decline/681518"">Derek Thompson, <i>“America’s ‘Marriage Material’ Shortage”</i>, February 3rd, 2025</a>)<br><br>So maybe if we look closer, <i>A Doll’s House</i> isn’t just about Nora’s oppression—it’s about Torvald’s, too. Torvald isn’t a villain in the mustache-twirling sense; he’s just as much a product of the system as Nora is. He has been taught that his value lies in his financial success and that his social status depends on having a pretty, obedient, and amusing wife.<br><br>If to be loved is to be known, Torvald does not love Nora because he does not truly know her. But to his defense, Nora has crafted her own identity to satisfy the men around her—if she doesn’t know herself, how can she expect Torvald to know her?<br><br><blockquote>NORA: It’s true, Torvald. When I lived at home with Papa, he used to tell me his opinion about everything, and so I had the same opinion. If I thought differently, I had to hide it from him, or he wouldn’t have liked it. He called me his little doll, and he used to play with me just as I played with my dolls. Then I came to live in your house—<br>HELMER: That’s no way to talk about our marriage!<br>NORA (undisturbed): I mean when I passed out of Papa’s hands into yours. You arranged everything to suit your own tastes, and so I came to have the same tastes as yours… or I pretended to. I’m not quite sure which—perhaps it was a bit of both.</blockquote><br><br>Perhaps Nora is right to walk away; she certainly deserves to understand herself. But will taking on the world alone—working solely for her own self-interest—really make her happy?<br><br>Mrs. Linde provides an interesting foil to Nora and challenges both the ideal of traditional marriage &amp; the appeal of independence. Mrs. Linde has already experienced a loveless marriage, one she entered for her family’s financial security. After her husband dies and her finances deteriorate, she chooses to seek employment rather than remarry. <br><br>While Mrs. Linde finds purpose in her work, she also feels ""miserable"" without someone to care for. In the final act, she reunites with Krogstad, whom she had loved before her marriage but left because he couldn’t provide the financial security her family needed. Despite Krogstad’s lack of status and job, Mrs. Linde chooses to be with him, not out of obligation or necessity, but out of mutual love, respect, and desire. Having experienced an unfulfilling traditional marriage, she now seeks a second-chance at a partnership founded on genuine connection. <br><br><blockquote>MRS. LINDE: I could not endure life without work. All my life, as long as I can remember, I have worked, and it has been my greatest and only pleasure. But now I am quite alone in the world—my life is so dreadfully empty, and I feel so forsaken. There is not the least pleasure in working for one’s self. Nils, give me someone and something to work for.<br>KROGSTAD: I don’t trust that. It is nothing but a woman’s overstrained sense of generosity that prompts you to make such an offer of yourself.<br>MRS. LINDE: Have you ever noticed anything of the sort in me?<br>KROGSTAD: Could you really do it? Tell me—do you know all about my past life?<br>MRS. LINDE: Yes.<br>KROGSTAD: And do you know what they think of me here?<br>…<br>MRS. LINDE: I want to be a mother to someone, and your children need a mother. We two need each other. Nils, I have faith in your real character—I can dare anything together with you.</blockquote><br><br>Interesting, despite <i>A Doll's House</i>'s its reputation as a feminist text, Ibsen himself rejected that label. When honored by the Norwegian Society for Women’s Rights, he replied: ""I thank you for your toast but must disclaim the honor of having consciously worked for women's rights. I am not even quite sure what women's rights really are. To me it has been a question of human rights.""<br><br>Ibsen identified as a humanist. Perhaps he never intended Nora’s liberation to be the central takeaway. Instead, the model to emulate may be the second-chance marriage between Mrs. Linde and Krogstad, which is founded on mutual love, respect, and admiration, without economic incentive or social pressure.","",,"",No
The Princess Bride,William Goldman,"",9780345418265,paperback,to-read,2023/09/02,"","",0,"",,,,,,,,,"",,"",No
Neuromancer,William Gibson,"",9780143111603,hardcover,to-read,2023/03/19,"","",0,"",,,,,,,,,"",,"",No
Northanger Abbey,Jane Austen,"",9780141197715,hardcover,read,2023/10/04,2023/10/04,2023/10/04,1,"",,,,,,,4.0,"This book is so much fun. Definitely a variation in tone / style from Austen’s more “classic” books, but I loved it.","",,"",No
A Court of Frost and Starlight,Sarah J. Maas,"",9781635575620,paperback,read,2023/09/01,"","",1,"",,,,,,,,,"",,"",No
¡Hola Papi!: How to Come Out in a Walmart Parking Lot and Other Life Lessons,John Paul Brammer,"",9781982141493,hardcover,to-read,2022/08/14,"","",0,"",,,,,,,,,"",,"",No
Siddhartha,Hermann Hesse,"Ralph Freedman (Contributor), Joachim Neugroschel (Translator)",9780142437186,paperback,to-read,2024/06/23,"","",0,"",,,,,,,,,"",,"",No
Educated,Tara Westover,"",9780399590504,hardcover,to-read,2024/01/02,"","",0,"",,,,,,,,,"",,"",No
Outlander,Diana Gabaldon,"",9781784751371,paperback,read,2023/09/01,"","",1,"",,,,,,,,,"",,"",No
How to Sleep at Night,Elizabeth Harris,"",9780063353237,hardcover,to-read,2025/02/09,"","",0,"",,,,,,,,,"",,"",No
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,"",9780670025817,hardcover,to-read,2022/09/17,"","",0,"",,,,,,,,,"",,"",No
The Cask of Amontillado,Edgar Allan Poe,Gary Kelley,9781583415801,hardcover,read,2024/02/24,"","",1,"",,,,,,,4.0,"I’m the type to immediately forget all the details/plot points after finishing a book, but the content of this short story has stuck with me since first reading it in middle school.","",,"",No
The Mysterious Benedict Society,Trenton Lee Stewart,Carson Ellis (Illustrator),9780316057776,hardcover,to-read,2023/11/01,"","",0,"",,,,,,,,,"",,"",No
Colored Television,Danzy Senna,"",9780593544372,hardcover,to-read,2024/11/17,"","",0,"",,,,,,,,,"",,"",No
War and Peace,Leo Tolstoy,Anthony Briggs (Translator),9780241265543,hardcover,read,2023/12/03,2024/01/29,2024/01/29,1,"",,,,,,,5.0,"War and Peace is the only book I’ve ever read that after finishing the final chapter, I am ready to dive right back in again at page 1. I loved this book and will surely revisit it again in the future - potentially as soon into the future as tomorrow.<br><br>I read Anna Karenina earlier this year and while that book was beautiful I felt like I hadn’t lived enough life to really “get it”. I couldn’t fully relate to Anna and therefore I don’t think I will able to grasp the full power of the novel until I have more life under my belt. <br><br>War and Peace is different. This book is a masterclass on all that’s important about life. Tolstoy ask all the big questions.","",,"",No
Fahrenheit 451,Ray Bradbury,Alfredo Crespo (Translator),9780307347978,paperback,to-read,2023/09/02,"","",0,"",,,,,,,,,"",,"",No
The Fiery Cross,Diana Gabaldon,"",9780440221661,paperback,read,2023/09/01,"","",1,"",,,,,,,,,"",,"",No
Of Boys and Men,Richard V. Reeves,"",9781800750548,hardcover,read,2024/12/16,2024/12/26,2024/12/26,1,"",,,,,,,3.0,"Reeves writes from a center-left perspective, drawing on a wealth of studies to highlight an uncomfortable truth: boys and men are falling behind in areas like education, employment, and mental health, yet their struggles are rarely treated as a systemic issue. This is especially true of men in more marginalized groups - i.e. boys from low income or single parent households, black men, etc.<br><br>The statistics he presents are both startling and essential to the book's thesis. For instance, men are four times more likely to die by suicide than women, yet gender isn’t even mentioned in many public health resources addressing suicide disparities. It’s these overlooked disparities that make Reeves’ analysis feel urgent.<br><br>I found the most compelling parts of the book to be chapter 1 (which highlighted educational disparities between boys and girls) and chapter 4 (which highlighted the sort of ""double disadvantage"" that black boys &amp; men experience in America).<br><br>I'm probably not going to spend time trying to convince people to read this book, but I will absolutely spend time trying to convince people to listen to Reeves on the Ezra Klein Podcast. It's very long but in my opinion well worth the 2 hours listen: <a href=""https://youtu.be/ZzoFRKnbwIU?si=g_DAi5wB4zxvB8os"">The Ezra Klein Show: The Men — and Boys — Are Not Alright</a>","",,"",No
Much Ado About Nothing,William Shakespeare,"",9780141396590,paperback,to-read,2024/02/06,"","",0,"",,,,,,,,,"",,"",No
The Memoirs of Catherine the Great,Catherine the Great,"Markus Cruse (Translator), Hilde Hoogenboom (Translator)",9780812969870,paperback,to-read,2024/02/20,"","",0,"",,,,,,,,,"",,"",No
The Jungle Book,Rudyard Kipling,Christopher Paolini,9780141325293,paperback,to-read,2023/09/02,"","",0,"",,,,,,,,,"",,"",No
Rebecca,Daphne du Maurier,"",9781101907870,hardcover,read,2025/11/08,2025/11/11,2025/11/11,1,"",,,,,,,5.0,"Growing up, my parents often teased me about my tendency to see the world in black and white. My dad would praise me when I did something that fell into ""the grey.""<br><br>From the very beginning, Daphne du Maurier sets up stark, black-and-white contrasts between her characters. Our young narrator meets Maxim de Winter, a man exactly twice her age. The narrator is emotional and intense, while Maxim is stoic. She wants to preserve every moment of the past; he wants to forget it. She’s naive and inexperienced; he’s established and deeply scarred by the death of his first wife, Rebecca.<br><br>Then there’s Rebecca, whose shadow “haunts” Manderley long after her death. Confident, beautiful, and seemingly without fault, Rebecca is everything the narrator is not. Where the narrator hides from company, Rebecca is a social butterfly. Where Rebecca is decisive, the narrator is hesitant.<br><br>A major twist reveals that <details><summary>Spoiler</summary>Maxim is responsible for Rebecca’s death, and he may be convicted for it. Courtrooms, like much of the world, operate in binary terms — innocence or guilt, life or death. As readers, we find ourselves neither fully rooting for Maxim nor against him</details>. The characters in Rebecca are not purely good or evil. Morality is always a shade of grey. <details><summary>Spoiler</summary>Yes, he killed Rebecca, but if forced to choose between his conviction and hanging or him getting away with it, what would we do? We can understand why Maxim did what he did—even if we wouldn't have chosen the same path. Does that make him more evil than good, deserving of punishment, or can we see some humanity in his actions and hope he is spared?</details><br><br>Modern culture (especially internet culture) often falls into the trap of binary thinking — categorizing things into opposing extremes of good and evil, right and wrong. I think this is especially evident in how we interact with scandals and wrongdoing. <br><br>For example, this summer, when videos surfaced of a CEO and another executive having a public extramarital affair during a Coldplay concert, the internet rushed to judgment. The mistake was real, but the backlash quickly became extreme. People sent death threats, flooded the family’s social media, and condemned them publicly without pause. The viral reaction far outweighed the wrongdoing, leaving little room for nuance, context, or empathy.<br><br>In <i>Rebecca</i>, du Maurier illustrated how real life, and real people, don’t fit into these binary categories. There is always more beneath the surface. We are all a shade of grey.","",,"",No
Art as Therapy,"Alain de Botton, John Armstrong","",9780714865911,hardcover,read,2023/10/18,2023/10/22,2023/10/22,1,"",,,,,,,2.0,"I picked up a used copy of the large (textbook sized) hardcover version of this book and all of the images in the book are great. There is a picture in almost every spread (some are just images - no text), printing is high quality, images are large &amp; full color. <br><br>As for the text, the best part of this book lies within the first 100 pages. I really enjoyed the author’s take on the seven emotional functions of art (pages 7-65). Unfortunately I thought the remaining 3/5th of the book was argued ideas that were not fully formed and supporting art that was referenced without through explanation as to why. I think there was definitely something in a few of the ideas but wish some of these topics were converted with more depth vs focusing on such breadth of subject.","",,"",No
Les Misérables ,Victor Hugo,Norman Denny (Translator),9781846140495,hardcover,to-read,2024/03/03,"","",0,"",,,,,,,,,"",,"",No
Abundance,"Ezra Klein, Derek Thompson","",9781668023488,hardcover,currently-reading,2026/01/07,"","",0,"",,,,,,,,,"",,"",No
The Thrilling Adventures of Lovelace and Babbage,Sydney Padua,"","",hardcover,to-read,2023/03/28,"","",0,"",,,,,,,,,"",,"",No
